KodeKec;Nama;JumlahDesa;Desa_id;Desa_en;Desa01;Desa02;Desa03;Desa04;Desa05;Desa06;Desa07;Desa08;Desa09;Desa10;Desa11;Desa12;Desa13;Desa14;Desa15;KECAMATAN;T111K2B1;T111K2B2;T111K2B3;T111K2B4;T111K2B5;T111K2B6;T111K2B7;T111K2B8;T111K2B9;T111K2B10;T111K2B11;T111K2B12;T111K2B13;T111K2B14;T111K2B15;T111K2B16;T111K3B1;T111K3B2;T111K3B3;T111K3B4;T111K3B5;T111K3B6;T111K3B7;T111K3B8;T111K3B9;T111K3B10;T111K3B11;T111K3B12;T111K3B13;T111K3B14;T111K3B15;T111K3B16;T111K4B1;T111K4B2;T111K4B3;T111K4B4;T111K4B5;T111K4B6;T111K4B7;T111K4B8;T111K4B9;T111K4B10;T111K4B11;T111K4B12;T111K4B13;T111K4B14;T111K4B15;T111K4B1_id;T111K4B2_id;T111K4B3_id;T111K4B4_id;T111K4B5_id;T111K4B6_id;T111K4B7_id;T111K4B8_id;T111K4B9_id;T111K4B10_id;T111K4B11_id;T111K4B12_id;T111K4B13_id;T111K4B14_id;T111K4B15_id;T111K4B1_en;T111K4B2_en;T111K4B3_en;T111K4B4_en;T111K4B5_en;T111K4B6_en;T111K4B7_en;T111K4B8_en;T111K4B9_en;T111K4B10_en;T111K4B11_en;T111K4B12_en;T111K4B13_en;T111K4B14_en;T111K4B15_en;T111K5B1;T111K5B2;T111K5B3;T111K5B4;T111K5B5;T111K5B6;T111K5B7;T111K5B8;T111K5B9;T111K5B10;T111K5B11;T111K5B12;T111K5B13;T111K5B14;T111K5B15;T111K6B1;T111K6B2;T111K6B3;T111K6B4;T111K6B5;T111K6B6;T111K6B7;T111K6B8;T111K6B9;T111K6B10;T111K6B11;T111K6B12;T111K6B13;T111K6B14;T111K6B15;T111K6B1_id;T111K6B2_id;T111K6B3_id;T111K6B4_id;T111K6B5_id;T111K6B6_id;T111K6B7_id;T111K6B8_id;T111K6B9_id;T111K6B10_id;T111K6B11_id;T111K6B12_id;T111K6B13_id;T111K6B14_id;T111K6B15_id;T111K6B1_en;T111K6B2_en;T111K6B3_en;T111K6B4_en;T111K6B5_en;T111K6B6_en;T111K6B7_en;T111K6B8_en;T111K6B9_en;T111K6B10_en;T111K6B11_en;T111K6B12_en;T111K6B13_en;T111K6B14_en;T111K6B15_en;T13K2B1;T13K2B2;T13K2B3;T13K2B4;T13K2B5;T13K2B6;T13K2B7;T13K2B8;T13K2B9;T13K2B10;T13K2B11;T13K2B12;T13K2B13;T13K2B14;T13K2B15;T13K3B1;T13K3B2;T13K3B3;T13K3B4;T13K3B5;T13K3B6;T13K3B7;T13K3B8;T13K3B9;T13K3B10;T13K3B11;T13K3B12;T13K3B13;T13K3B14;T13K3B15;T01_id;T02_id;T03_id;T04_id;T05_id;T06_id;T07_id;T01_en;T02_en;T03_en;T04_en;T05_en;T06_en;T07_en;U101_id;U102_id;U103_id;U104_id;U101_en;U102_en;U103_en;U104_en;@Sekat;@Grafik1;@Grafik2
10;Sumur;7;Desa;Village;Ujungjaya;Tamanjaya;Cigorondong;Tunggaljaya;Kertamukti;Kertajaya;Sumberjaya;;;;;;;;;SUMUR;603,62;4,55;5,18;5,93;7,91;6,27;3,13;;;;;;;;;636,59;94,82;0,71;0,81;0,93;1,24;0,98;0,49;;;;;;;;;100;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;;;;;;;;;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;;;;;;;;;Plain;Plain;Plain;Plain;Plain;Plain;Plain;;;;;;;;;6;6;2;15;4;7;2;;;;;;;;;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;;;;;;;;;Pesisir/;Pesisir/;Pesisir/;Pesisir/;Pesisir/;Pesisir/;Pesisir/;;;;;;;;;Coastal;Coastal;Coastal;Coastal;Coastal;Coastal;Coastal;;;;;;;;;22;19;13;10;4,2;0,5;0,4;;;;;;;;;114;111;106;103;97;93;92;;;;;;;;;"Kecamatan Sumur secara geografis terletak antara 6°38'57"" - 6°52'9"" Lintang Selatan dan 105°6'4"" - 105°38'25"" Bujur Timur dengan luas wilayah 636,6 km² atau sebesar 20,97 persen dari luas wilayah Kabupaten Pandeglang. ";Wilayah yang berada di ujung barat daya Kabupaten Pandeglang ini mempunyai batas administrasi sebagai berikut: ;Utara: Selat Sunda dan Samudra Hindia;Selatan: Samudra Hindia;Barat: Selat Sunda;Timur: Kecamatan Cimanggu;Dengan ketinggian berkisar 2-15 mdpl., wilayah administrasi yang membawahi 7 desa ini ditetapkan sebagai kecamatan pesisir. ;"Sumur District is geographically located between  6°38'57"" - 6°52'9"" South Latitude and 105°6'4"" - 105°38'25"" East Longitude with an area of 636.6  km² or approximately  20.97  percent of the total area of Pandeglang Regency.";This region, which is located in the south-west end of Pandeglang Regency, has the following administrative boundaries: ;North: Sunda Strait and Indian Ocean;South: Indian Ocean;West: Sunda Strait;East: Cimanggu District;With an altitude ranging from 2-15 masl., this administrative area that oversees 7 villages is declared as coastal district. ;Kecamatan Sumur terdiri dari 7 desa, dengan luas 636,59 km². Desa terluas adalah Ujungjaya dengan area mencapai 603,62 km², atau 94,82 persen dari luas total Kecamatan Sumur, sementara wilayah dengan luas terkecil adalah Sumberjaya yang hanya memiliki daerah seluas 3,13 km² atau hanya 0,49 persen dari luas keseluruhan Kecamatan Sumur. ;Ditinjau dari jenis topografi, sebagian besar desa di Kecamatan Sumur merupakan wilayah dataran, sementara dilihat dari karakteristik daerah, sebagian besar adalah kawasan pesisir. Adapun posisi desa tertinggi yaitu Desa Tunggaljaya dengan ketinggian 15 mdpl.;Rata-rata jarak dari kantor desa ke kantor kecamatan untuk Kecamatan Sumur adalah 9,9 km. Ujungjaya adalah desa dengan jarak terjauh dari kantor kecamatan yaitu 22,0 km, sementara desa terdekat dengan jarak 0,4 km dari kantor kecamatan adalah Sumberjaya. ;Lebih lanjut, rata-rata jarak dari kantor desa ke kantor kabupaten untuk Kecamatan Sumur adalah 102 km. Ujungjaya adalah desa dengan jarak terjauh dari kantor kabupaten, yaitu 114 km, sementara desa terdekat dengan jarak 92 km adalah Sumberjaya. ;Sumur District consists of 7 villages, with a total area of 636.59 km². The largest village is Ujungjaya, covering an area of 603.62 km², or 94.82 percent of the total area of the Sumur District. Meanwhile, the smallest area is in Sumberjaya, which only has an area of 3.13 km², or just 0.49 percent of the total area of the Sumur District.;In terms of topography, most villages in Sumur District are plain areas, while according to regional characteristics, most are coastal areas. The highest village position is Tunggaljaya Village with an altitude level of 15 masl.;The average distance from the village offices to The District Office in Sumur District is 9.9 km. Ujungjaya is the village with the farthest distance from the District Office which is 22.0 km, while the nearest village with a distance of 0.4 km from The District Office is Sumberjaya. ;Furthermore, the average distance from the village offices to the regency office in Sumur District is 102 km. Ujungjaya is the village with the farthest distance from The Regency Office, at 114 km, while the closest village with a distance of 92 km is Sumberjaya. ;D:\KCDA\2025\010\Bab1.PNG;D:\KCDA\2025\010\G011.png;D:\KCDA\2025\010\G012.png
20;Cimanggu;12;Desa;Village;Rancapinang;Cibadak;Batuhideung;Tugu;Kramatjaya;Mangkualam;Padasuka;Ciburial;Waringinkurung;Cijaralang;Cimanggu;Tangkilsari;;;;CIMANGGU;15,49;15,18;16,9;15,21;18,15;13;15,37;12,13;12,5;36;12,22;8;;;;190,15;8,15;7,98;8,89;8;9,55;6,84;8,08;6,38;6,57;18,93;6,43;4,21;;;;100;Dataran/Plain;Dataran/Plain;Lereng/Slope;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Lereng/Slope;Dataran/Plain;Dataran/Plain;Dataran/Plain;;;;Dataran/;Dataran/;Lereng/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Lereng/;Dataran/;Dataran/;Dataran/;;;;Plain;Plain;Slope;Plain;Plain;Plain;Plain;Plain;Slope;Plain;Plain;Plain;;;;7;76;94;116;153;216;288;175;227;203;103;44;;;;Pesisir/Coastal;Nonpesisir/Non-Coastal;Pesisir/Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Pesisir/Coastal;;;;Pesisir/;Nonpesisir/;Pesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Pesisir/;;;;Coastal;Non-Coastal;Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Coastal;;;;22;18;17;14;12;9,6;3;3,3;0,5;5,7;5,1;14;;;;114;106;104;103;101;98;97;91;84;82;98;91;;;;"Kecamatan Cimanggu secara geografis terletak antara 6°37'56"" - 6°50'32"" Lintang Selatan dan 105°36'27"" - 105°41'52"" Bujur Timur dengan luas wilayah 190,2 km² atau sebesar 6,26 persen dari luas wilayah Kabupaten Pandeglang. ";Wilayah yang berada di wilayah selatan Kabupaten Pandeglang ini mempunyai batas administrasi sebagai berikut: ;Utara: Kecamatan Cigeulis dan Samudra Hindia;Selatan: Samudra Hindia;Barat: Kecamatan Sumur;Timur: Kecamatan Cibaliung dan Cibitung;Dengan ketinggian berkisar 7-288 mdpl., wilayah administrasi yang membawahi 12 desa ini ditetapkan sebagai kecamatan non pesisir. ;"Cimanggu District is geographically located between  6°37'56"" - 6°50'32"" South Latitude and 105°36'27"" - 105°41'52"" East Longitude with an area of 190.2  km² or approximately  6.26  percent of the total area of Pandeglang Regency.";This region, which is located in the southern region of Pandeglang Regency, has the following administrative boundaries: ;North: Cigeulis District and Indian Ocean;South: Indian Ocean;West: Sumur District;East: Cibaliung and Cibitung Districts;With an altitude ranging from 7-288 masl., this administrative area that oversees 12 villages is declared as not a coastal district. ;Kecamatan Cimanggu terdiri dari 12 desa, dengan luas 190,15 km². Desa terluas adalah Cijaralang dengan area mencapai 36,00 km², atau 18,93 persen dari luas total Kecamatan Cimanggu, sementara wilayah dengan luas terkecil adalah Tangkilsari yang hanya memiliki daerah seluas 8,00 km² atau hanya 4,21 persen dari luas keseluruhan Kecamatan Cimanggu. ;Ditinjau dari jenis topografi, sebagian besar desa di Kecamatan Cimanggu merupakan wilayah dataran, sementara dilihat dari karakteristik daerah, sebagian besar adalah kawasan nonpesisir. Adapun posisi desa tertinggi yaitu Desa Padasuka dengan ketinggian 288 mdpl.;Rata-rata jarak dari kantor desa ke kantor kecamatan untuk Kecamatan Cimanggu adalah 10,4 km. Rancapinang adalah desa dengan jarak terjauh dari kantor kecamatan yaitu 22,0 km, sementara desa terdekat dengan jarak 0,5 km dari kantor kecamatan adalah Waringinkurung. ;Lebih lanjut, rata-rata jarak dari kantor desa ke kantor kabupaten untuk Kecamatan Cimanggu adalah 97 km. Rancapinang adalah desa dengan jarak terjauh dari kantor kabupaten, yaitu 114 km, sementara desa terdekat dengan jarak 82 km adalah Cijaralang. ;Cimanggu District consists of 12 villages, with a total area of 190.15 km². The largest village is Cijaralang, covering an area of 36.00 km², or 18.93 percent of the total area of the Cimanggu District. Meanwhile, the smallest area is in Tangkilsari, which only has an area of 8.00 km², or just 4.21 percent of the total area of the Cimanggu District.;In terms of topography, most villages in Cimanggu District are plain areas, while according to regional characteristics, most are noncoastal areas. The highest village position is Padasuka Village with an altitude level of 288 masl.;The average distance from the village offices to The District Office in Cimanggu District is 10.4 km. Rancapinang is the village with the farthest distance from the District Office which is 22.0 km, while the nearest village with a distance of 0.5 km from The District Office is Waringinkurung. ;Furthermore, the average distance from the village offices to the regency office in Cimanggu District is 97 km. Rancapinang is the village with the farthest distance from The Regency Office, at 114 km, while the closest village with a distance of 82 km is Cijaralang. ;D:\KCDA\2025\020\Bab1.PNG;D:\KCDA\2025\020\G011.png;D:\KCDA\2025\020\G012.png
30;Cibaliung;9;Desa;Village;Sukajadi;Sudimanik;Sorongan;Curug;Cihanjuang;Cibingbin;Cibaliung;Mendung;Mahendra;;;;;;;CIBALIUNG;20,83;12,6;22,03;17,22;31,54;33,57;27,16;22,1;18,08;;;;;;;205,13;10,15;6,14;10,74;8,39;15,38;16,37;13,24;10,77;8,81;;;;;;;100;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Lereng/Slope;Lereng/Slope;Lereng/Slope;;;;;;;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Lereng/;Lereng/;Lereng/;;;;;;;Plain;Plain;Plain;Plain;Plain;Plain;Slope;Slope;Slope;;;;;;;165;95;23;31;52;86;59;172;226;;;;;;;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;;;;;;;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;;;;;;;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;;;;;;;0,7;5;9,3;12;15;8,9;3,7;2,8;6,3;;;;;;;87;92;96;84;76;82;87;84;85;;;;;;;"Kecamatan Cibaliung secara geografis terletak antara 6°40'51"" - 6°47'27"" Lintang Selatan dan 105°41'48"" - 105°49'18"" Bujur Timur dengan luas wilayah 205,1 km² atau sebesar 6,76 persen dari luas wilayah Kabupaten Pandeglang. ";Wilayah yang berada di wilayah selatan Kabupaten Pandeglang ini mempunyai batas administrasi sebagai berikut: ;Utara: Kecamatan Cigeulis dan Sobang;Selatan: Kecamatan Cibitung;Barat: Kecamatan Cimanggu;Timur: Kecamatan Cikeusik;Dengan ketinggian berkisar 23-226 mdpl., wilayah administrasi yang membawahi 9 desa ini ditetapkan sebagai kecamatan non pesisir. ;"Cibaliung District is geographically located between  6°40'51"" - 6°47'27"" South Latitude and 105°41'48"" - 105°49'18"" East Longitude with an area of 205.1  km² or approximately  6.76  percent of the total area of Pandeglang Regency.";This region, which is located in the southern region of Pandeglang Regency, has the following administrative boundaries: ;North: Cigeulis and Sobang Districts;South: Cibitung District;West: Cimanggu District;East: Cikeusik District;With an altitude ranging from 23-226 masl., this administrative area that oversees 9 villages is declared as not a coastal district. ;Kecamatan Cibaliung terdiri dari 9 desa, dengan luas 205,13 km². Desa terluas adalah Cibingbin dengan area mencapai 33,57 km², atau 16,37 persen dari luas total Kecamatan Cibaliung, sementara wilayah dengan luas terkecil adalah Sudimanik yang hanya memiliki daerah seluas 12,60 km² atau hanya 6,14 persen dari luas keseluruhan Kecamatan Cibaliung. ;Ditinjau dari jenis topografi, sebagian besar desa di Kecamatan Cibaliung merupakan wilayah dataran, sementara dilihat dari karakteristik daerah, sebagian besar adalah kawasan nonpesisir. Adapun posisi desa tertinggi yaitu Desa Mahendra dengan ketinggian 226 mdpl.;Rata-rata jarak dari kantor desa ke kantor kecamatan untuk Kecamatan Cibaliung adalah 7,1 km. Cihanjuang adalah desa dengan jarak terjauh dari kantor kecamatan yaitu 15,0 km, sementara desa terdekat dengan jarak 0,7 km dari kantor kecamatan adalah Sukajadi. ;Lebih lanjut, rata-rata jarak dari kantor desa ke kantor kabupaten untuk Kecamatan Cibaliung adalah 86 km. Sorongan adalah desa dengan jarak terjauh dari kantor kabupaten, yaitu 96 km, sementara desa terdekat dengan jarak 76 km adalah Cihanjuang. ;Cibaliung District consists of 9 villages, with a total area of 205.13 km². The largest village is Cibingbin, covering an area of 33.57 km², or 16.37 percent of the total area of the Cibaliung District. Meanwhile, the smallest area is in Sudimanik, which only has an area of 12.60 km², or just 6.14 percent of the total area of the Cibaliung District.;In terms of topography, most villages in Cibaliung District are plain areas, while according to regional characteristics, most are noncoastal areas. The highest village position is Mahendra Village with an altitude level of 226 masl.;The average distance from the village offices to The District Office in Cibaliung District is 7.1 km. Cihanjuang is the village with the farthest distance from the District Office which is 15.0 km, while the nearest village with a distance of 0.7 km from The District Office is Sukajadi. ;Furthermore, the average distance from the village offices to the regency office in Cibaliung District is 86 km. Sorongan is the village with the farthest distance from The Regency Office, at 96 km, while the closest village with a distance of 76 km is Cihanjuang. ;D:\KCDA\2025\030\Bab1 .PNG;D:\KCDA\2025\030\G011.png;D:\KCDA\2025\030\G012.png
31;Cibitung;10;Desa;Village;Citeluk;Sindangkerta;Kiarajangkung;Kutakarang;Cikiruh;Malangnengah;Cikadu;Manglid;Kiarapayung;Cikalong;;;;;;CIBITUNG;20,83;19,8;12,56;21,66;28,03;13,72;13,19;18,81;15,92;16,03;;;;;;180,55;11,54;10,97;6,96;12;15,52;7,6;7,31;10,42;8,82;8,88;;;;;;100;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Lereng/Slope;Lereng/Slope;Lereng/Slope;;;;;;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Lereng/;Lereng/;Lereng/;;;;;;Plain;Plain;Plain;Plain;Plain;Plain;Plain;Slope;Slope;Slope;;;;;;63;44;52;43;46;75;130;72;114;161;;;;;;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Pesisir/Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;;;;;;Pesisir/;Pesisir/;Pesisir/;Pesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;;;;;;Coastal;Coastal;Coastal;Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;;;;;;6,4;5,3;3,9;7,9;4,6;3,8;3,1;1,2;3,5;4,5;;;;;;90;98;97;101;98;96;90;94;97;92;;;;;;"Kecamatan Cibitung secara geografis terletak antara 6°43'11"" - 6°50'18"" Lintang Selatan dan 105°39'19"" - 105°48'18"" Bujur Timur dengan luas wilayah 180,6 km² atau sebesar 5,95 persen dari luas wilayah Kabupaten Pandeglang. ";Wilayah yang berada di wilayah selatan Kabupaten Pandeglang ini mempunyai batas administrasi sebagai berikut: ;Utara: Kecamatan Cibaliung;Selatan: Samudra Hindia;Barat: Kecamatan Cimanggu;Timur: Kecamatan Cikeusik;Dengan ketinggian berkisar 43-161 mdpl., wilayah administrasi yang membawahi 10 desa ini ditetapkan sebagai kecamatan non pesisir. ;"Cibitung District is geographically located between  6°43'11"" - 6°50'18"" South Latitude and 105°39'19"" - 105°48'18"" East Longitude with an area of 180.6  km² or approximately  5.95  percent of the total area of Pandeglang Regency.";This region, which is located in the southern region of Pandeglang Regency, has the following administrative boundaries: ;North: Cibaliung District;South: Indian Ocean;West: Cimanggu District;East: Cikeusik District;With an altitude ranging from 43-161 masl., this administrative area that oversees 10 villages is declared as not a coastal district. ;Kecamatan Cibitung terdiri dari 10 desa, dengan luas 180,55 km². Desa terluas adalah Cikiruh dengan area mencapai 28,03 km², atau 15,52 persen dari luas total Kecamatan Cibitung, sementara wilayah dengan luas terkecil adalah Kiarajangkung yang hanya memiliki daerah seluas 12,56 km² atau hanya 6,96 persen dari luas keseluruhan Kecamatan Cibitung. ;Ditinjau dari jenis topografi, sebagian besar desa di Kecamatan Cibitung merupakan wilayah dataran, sementara dilihat dari karakteristik daerah, sebagian besar adalah kawasan nonpesisir. Adapun posisi desa tertinggi yaitu Desa Cikalong dengan ketinggian 161 mdpl.;Rata-rata jarak dari kantor desa ke kantor kecamatan untuk Kecamatan Cibitung adalah 4,4 km. Kutakarang adalah desa dengan jarak terjauh dari kantor kecamatan yaitu 7,9 km, sementara desa terdekat dengan jarak 1,2 km dari kantor kecamatan adalah Manglid. ;Lebih lanjut, rata-rata jarak dari kantor desa ke kantor kabupaten untuk Kecamatan Cibitung adalah 95 km. Kutakarang adalah desa dengan jarak terjauh dari kantor kabupaten, yaitu 101 km, sementara desa terdekat dengan jarak 90 km adalah Citeluk. ;Cibitung District consists of 10 villages, with a total area of 180.55 km². The largest village is Cikiruh, covering an area of 28.03 km², or 15.52 percent of the total area of the Cibitung District. Meanwhile, the smallest area is in Kiarajangkung, which only has an area of 12.56 km², or just 6.96 percent of the total area of the Cibitung District.;In terms of topography, most villages in Cibitung District are plain areas, while according to regional characteristics, most are noncoastal areas. The highest village position is Cikalong Village with an altitude level of 161 masl.;The average distance from the village offices to The District Office in Cibitung District is 4.4 km. Kutakarang is the village with the farthest distance from the District Office which is 7.9 km, while the nearest village with a distance of 1.2 km from The District Office is Manglid. ;Furthermore, the average distance from the village offices to the regency office in Cibitung District is 95 km. Kutakarang is the village with the farthest distance from The Regency Office, at 101 km, while the closest village with a distance of 90 km is Citeluk. ;D:\KCDA\2025\031\Bab1.PNG;D:\KCDA\2025\031\G011.png;D:\KCDA\2025\031\G012.png
40;Cikeusik;14;Desa;Village;Tanjungan;Cikiruhwetan;Sukawaris;Sumurbatu;Umbulan;Sukamulya;Parungkokosan;Nanggala;Rancaseneng;Sukaseneng;Cikeusik;Leuwibalang;Curugciung;Cikadongdong;;CIKEUSIK;45;10;10;10;10;22,5;27,5;24;4,76;24;30;35;35;35;;322,76;13,94;3,1;3,1;3,1;3,1;6,97;8,52;7,44;1,47;7,44;9,29;10,84;10,84;10,84;;100;Dataran/Plain;Dataran/Plain;Dataran/Plain;Lereng/Slope;Dataran/Plain;Lereng/Slope;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Dataran/Plain;Lereng/Slope;Lereng/Slope;Lereng/Slope;;Dataran/;Dataran/;Dataran/;Lereng/;Dataran/;Lereng/;Dataran/;Dataran/;Dataran/;Dataran/;Dataran/;Lereng/;Lereng/;Lereng/;;Plain;Plain;Plain;Slope;Plain;Slope;Plain;Plain;Plain;Plain;Plain;Slope;Slope;Slope;;6;8;8;14;19;12;24;14;8;32;13;43;20;20;;Pesisir/Coastal;Pesisir/Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;Nonpesisir/Non-Coastal;;Pesisir/;Pesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;Nonpesisir/;;Coastal;Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;Non-Coastal;;19;14;13;9,7;5,4;9,1;12;5,4;3,9;3,6;0,1;8;3,3;5,5;;87;82;81;78;73;77;80;73;72;72;68;72;65;68;;"Kecamatan Cikeusik secara geografis terletak antara 6°39'59"" - 6°50'59"" Lintang Selatan dan 105°46'3"" - 105°55'55"" Bujur Timur dengan luas wilayah 322,8 km² atau sebesar 10,63 persen dari luas wilayah Kabupaten Pandeglang. ";Wilayah yang berada di ujung tenggara Kabupaten Pandeglang ini mempunyai batas administrasi sebagai berikut: ;Utara: Kecamatan Angsana dan Kecamatan Munjul;Selatan: Samudra Hindia;Barat: Kecamatan Cibaliung dan Kecamatan Cibitung;Timur: Kabupaten Lebak;Dengan ketinggian berkisar 6-43 mdpl., wilayah administrasi yang membawahi 14 desa ini ditetapkan sebagai kecamatan pesisir. ;"Cikeusik District is geographically located between  6°39'59"" - 6°50'59"" South Latitude and 105°46'3"" - 105°55'55"" East Longitude with an area of 322.8  km² or approximately  10.63  percent of the total area of Pandeglang Regency.";This region, which is located in the south-east end of Pandeglang Regency, has the following administrative boundaries: ;North: Angsana and Munjul Districts;South: Indian Ocean;West: Cibaliung and Cibitung Districts;East: Lebak Regency;With an altitude ranging from 6-43 masl., this administrative area that oversees 14 villages is declared as coastal district. ;Kecamatan Cikeusik terdiri dari 14 desa, dengan luas 322,76 km². Desa terluas adalah Tanjungan dengan area mencapai 45,00 km², atau 13,94 persen dari luas total Kecamatan Cikeusik, sementara wilayah dengan luas terkecil adalah Rancaseneng yang hanya memiliki daerah seluas 4,76 km² atau hanya 1,47 persen dari luas keseluruhan Kecamatan Cikeusik. ;Ditinjau dari jenis topografi, sebagian besar desa di Kecamatan Cikeusik merupakan wilayah dataran, sementara dilihat dari karakteristik daerah, sebagian besar adalah kawasan nonpesisir. Adapun posisi desa tertinggi yaitu Desa Leuwibalang dengan ketinggian 43 mdpl.;Rata-rata jarak dari kantor desa ke kantor kecamatan untuk Kecamatan Cikeusik adalah 8,0 km. Tanjungan adalah desa dengan jarak terjauh dari kantor kecamatan yaitu 19,0 km, sementara desa terdekat dengan jarak 0,1 km dari kantor kecamatan adalah Cikeusik. ;Lebih lanjut, rata-rata jarak dari kantor desa ke kantor kabupaten untuk Kecamatan Cikeusik adalah 75 km. Tanjungan adalah desa dengan jarak terjauh dari kantor kabupaten, yaitu 87 km, sementara desa terdekat dengan jarak 65 km adalah Curugciung. ;Cikeusik District consists of 14 villages, with a total area of 322.76 km². The largest village is Tanjungan, covering an area of 45.00 km², or 13.94 percent of the total area of the Cikeusik District. Meanwhile, the smallest area is in Rancaseneng, which only has an area of 4.76 km², or just 1.47 percent of the total area of the Cikeusik District.;In terms of topography, most villages in Cikeusik District are plain areas, while according to regional characteristics, most are noncoastal areas. The highest village position is Leuwibalang Village with an altitude level of 43 masl.;The average distance from the village offices to The District Office in Cikeusik District is 8.0 km. Tanjungan is the village with the farthest distance from the District Office which is 19.0 km, while the nearest village with a distance of 0.1 km from The District Office is Cikeusik. ;Furthermore, the average distance from the village offices to the regency office in Cikeusik District is 75 km. Tanjungan is the village with the farthest distance from The Regency Office, at 87 km, while the closest village with a distance of 65 km is Curugciung. ;D:\KCDA\2025\040\Bab1.PNG;D:\KCDA\2025\040\G011.png;D:\KCDA\2025\040\G012.png
